1,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",2,301.719,151.488,387.544,159.458
2,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",2,313.625,129.911,552.773,138.497
3,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",2,301.719,119.48,552.789,128.066
4,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",2,301.719,108.992,330.263,117.578
5,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",8,301.719,392.051,552.795,400.021
6,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",8,301.719,381.563,552.775,389.533
7,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",8,301.719,371.132,552.758,379.102
8,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",8,301.719,360.644,552.775,368.614
9,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",8,301.719,350.212,409.83,358.182
10,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",1,470.384,479.65,562.49,486.823
11,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",1,206.929,470.069,562.529,477.242
12,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",1,206.929,460.488,562.512,467.661
13,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",1,206.929,450.964,562.499,458.174
14,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",1,206.929,441.382,284.978,448.556
15,1,A dynamic metabolite valve for the control of central carbon metabolism,"/todd/.local/share/data/Mendeley Ltd./Mendeley Desktop/Downloaded/Solomon, Sanders, Prather - 2012 - A dynamic metabolite valve for the control of central carbon metabolism.pdf",8,301.72,454.811,552.764,462.781
